id,name,now_cost,position,team,goals_scored,minutes,points_per_game_rank_type,transfers_in_event,web_name,assists,bps,status,ict_index,cost_change_event,penalties_order,news,points_per_game_rank,expected_goals_conceded,cost_change_start_fall,total_points,transfers_out,red_cards,starts,cost_change_event_fall,expected_assists,now_cost_rank_type,selected_rank,expected_goal_involvements_per_90,goals_conceded_per_90,expected_goal_involvements,bonus,threat_rank_type,creativity_rank,expected_goals_conceded_per_90,news_added,creativity,dreamteam_count,form_rank_type,corners_and_indirect_freekicks_order,selected_rank_type,cost_change_start,influence_rank,starts_per_90,region,threat_rank,influence_rank_type,saves_per_90,clean_sheets,goals_conceded,ict_index_rank,saves,form,expected_goals_per_90,chance_of_playing_this_round,yellow_cards,clean_sheets_per_90,penalties_missed,value_form,direct_freekicks_order,penalties_saved,chance_of_playing_next_round,expected_goals,expected_assists_per_90,selected_by_percent,in_dreamteam,threat,ep_this,ict_index_rank_type,value_season,own_goals,ep_next,points_per_game,now_cost_rank,event_points,influence,transfers_in,transfers_out_event,creativity_rank_type,form_rank
193,Cheick Doucouré,49,MID,Crystal Palace,0,101,109,83,C.Doucouré,1,22,a,2.9,0,,,251,1.46,1,7,16152,0,1,0,0.01,183,498,0.05,0.89,0.05,0,184,358,1.3,2024-09-14T18:00:06.266238Z,6.1,0,162,,189,-1,356,0.89,132.0,337,168,0.0,0,1,377,0,0.3,0.04,100.0,0,0.0,0,0.1,,0,100.0,0.04,0.01,0.1,False,6.0,0.3,184,1.4,0,0.3,1.8,278,1,17.6,10791,65,197,334
194,Chris Richards,44,DEF,Crystal Palace,0,343,62,5,C.Richards,0,35,d,6.7,0,,Hamstring injury - 50% chance of playing,194,6.69,1,9,16149,0,4,0,0.01,115,440,0.03,1.31,0.13,0,111,369,1.76,2024-09-27T15:30:06.509919Z,3.6,0,201,,159,-1,278,1.05,229.0,332,102,0.0,1,5,331,0,0.0,0.03,0.0,1,0.26,0,0.0,,0,50.0,0.12,0.0,0.1,False,6.0,0.0,109,2.0,0,0.0,2.2,518,0,56.8,5424,160,124,485
195,Chadi Riad Dnanou,43,DEF,Crystal Palace,0,90,125,21,Chadi Riad,0,3,i,2.0,0,,Knee injury - Expected back 23 Nov,355,1.39,2,1,12267,0,1,0,0.02,148,509,0.02,2.0,0.02,0,194,392,1.39,2024-08-28T16:30:04.488064Z,1.3,0,188,,184,-2,352,1.0,145.0,489,125,0.0,0,2,397,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.02,0.1,False,0.0,0.0,131,0.2,0,0.0,1.0,567,0,18.2,1554,55,135,465
196,Nathaniel Clyne,44,DEF,Crystal Palace,0,232,49,67,Clyne,0,38,a,3.9,0,,,165,4.79,1,10,8794,0,2,0,0.02,87,435,0.01,1.16,0.03,0,120,376,1.86,,2.9,0,108,,158,-1,321,0.78,241.0,356,114,0.0,1,3,364,0,0.3,0.0,,0,0.39,0,0.1,,0,,0.01,0.01,0.1,False,3.0,0.3,121,2.3,0,0.3,2.5,476,1,33.4,5257,172,129,317
197,Malcolm Ebiowei,45,MID,Crystal Palace,0,0,240,0,Ebiowei,0,0,u,0.0,0,,Season long loan to Oxford United,572,0.00,0,0,427,0,0,0,0.00,239,659,0.0,0.0,0.00,0,227,564,0.0,2024-08-06T17:23:26.723638Z,0.0,0,197,,297,0,565,0.0,,541,233,0.0,0,0,568,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,236,0.0,0,0.0,0.0,397,0,0.0,0,3,239,513
199,Eberechi Eze,67,MID,Crystal Palace,1,810,34,240,Eze,1,144,i,67.6,0,2.0,Hamstring injury - Expected back 23 Nov,84,12.81,3,31,3144623,0,9,0,1.38,20,44,0.47,1.22,4.30,3,10,21,1.42,2024-10-31T02:30:07.120686Z,252.9,1,55,1.0,12,-3,113,1.0,241.0,21,40,0.0,2,11,22,0,2.7,0.32,0.0,0,0.22,0,0.4,1.0,0,0.0,2.92,0.15,10.3,False,266.0,0.0,15,4.6,0,0.0,3.4,37,0,158.2,931305,112354,17,123
200,Marc Guéhi,44,DEF,Crystal Palace,2,900,13,32611,Guéhi,0,155,a,45.7,0,,,66,14.34,1,36,353517,0,10,0,0.23,100,59,0.12,1.3,1.20,2,13,235,1.43,,41.4,1,9,,22,-1,8,1.0,241.0,107,1,0.0,2,13,62,0,5.0,0.1,,1,0.2,0,1.1,,0,,0.97,0.02,7.0,False,94.0,5.0,10,8.2,0,5.0,3.6,497,7,321.2,357300,4539,67,29
201,Dean Henderson,44,GKP,Crystal Palace,0,900,11,14544,Henderson,0,121,a,26.0,0,,,75,14.34,1,34,1049594,0,10,0,0.00,25,40,0.0,1.3,0.01,3,1,525,1.43,,0.0,1,3,,7,-1,27,1.0,241.0,345,9,3.4,2,13,177,34,4.3,0.0,,1,0.2,0,1.0,,0,,0.01,0.0,10.6,False,4.0,4.3,8,7.7,0,4.3,3.4,491,2,256.0,480924,9174,56,43
202,Rob Holding,43,DEF,Crystal Palace,0,0,194,47,Holding,0,0,a,0.0,0,,,527,0.00,2,0,6197,0,0,0,0.00,129,462,0.0,0.0,0.00,0,186,508,0.0,,0.0,0,179,,168,-2,520,0.0,241.0,478,196,0.0,0,0,523,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.1,False,0.0,0.0,196,0.0,0,0.0,0.0,545,0,0.0,1877,116,195,453
203,Will Hughes,49,MID,Crystal Palace,0,453,189,32,Hughes,0,45,s,21.5,0,,Suspended until 23 Nov,388,7.98,1,9,4188,0,4,0,0.37,163,548,0.14,1.39,0.73,0,125,107,1.59,2024-11-02T21:30:06.165599Z,115.9,0,83,2.0,221,-1,260,0.79,241.0,223,113,0.0,1,7,213,0,1.7,0.07,100.0,5,0.2,0,0.3,,0,0.0,0.36,0.07,0.0,False,35.0,1.7,108,1.8,0,0.0,1.0,252,1,65.8,2304,197,79,177
205,Daichi Kamada,51,MID,Crystal Palace,0,541,140,420,Kamada,0,70,a,31.8,0,,,292,8.92,4,15,51910,0,6,0,0.46,116,406,0.17,1.5,1.02,0,87,63,1.48,,149.5,0,104,,145,-4,206,1.0,108.0,138,84,0.0,1,9,135,0,1.3,0.09,,2,0.17,0,0.3,,0,,0.56,0.08,0.2,False,73.0,1.3,78,2.9,0,1.3,1.5,183,2,94.2,11693,375,52,215
206,Jefferson Lerma Solís,48,MID,Crystal Palace,0,414,149,1,Lerma,0,51,i,13.0,0,,Hamstring injury - Expected back 23 Nov,311,6.02,2,9,6360,0,5,0,0.40,200,513,0.11,1.09,0.51,0,152,196,1.31,2024-10-27T22:00:06.083970Z,56.2,0,136,,199,-2,281,1.09,48.0,272,126,0.0,1,5,275,0,0.7,0.02,0.0,3,0.22,0,0.1,,0,0.0,0.11,0.09,0.0,False,18.0,0.0,134,1.9,0,0.0,1.3,300,0,55.4,3796,301,125,287
207,Jean-Philippe Mateta,73,FWD,Crystal Palace,3,662,20,5614,Mateta,0,120,a,37.9,0,1.0,,95,10.34,2,33,698877,0,8,0,0.37,8,107,0.38,1.36,2.78,6,23,108,1.41,,113.3,1,18,,17,-2,164,1.09,73.0,65,19,0.0,1,10,94,0,3.7,0.33,,1,0.14,0,0.5,,0,,2.41,0.05,3.1,False,147.0,3.7,18,4.5,0,3.7,3.3,21,2,122.2,400452,11855,6,66
208,Matheus França de Oliveira,44,MID,Crystal Palace,0,0,228,103,M.França,0,0,i,0.0,0,,Groin Injury - Expected back 04 Jan,550,0.00,1,0,82708,0,0,0,0.00,305,252,0.0,0.0,0.00,0,214,541,0.0,2024-09-27T15:30:06.533416Z,0.0,0,184,,80,-1,543,0.0,30.0,516,221,0.0,0,0,546,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.5,False,0.0,0.0,224,0.0,0,0.0,0.0,526,0,0.0,120280,1861,227,490
209,Remi Matthews,40,GKP,Crystal Palace,0,0,39,112,Matthews,0,0,a,0.0,0,,,464,0.00,0,0,52420,0,0,0,0.00,50,239,0.0,0.0,0.00,0,12,441,0.0,,0.0,0,31,,35,0,456,0.0,241.0,402,39,0.0,0,0,459,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.6,False,0.0,0.0,39,0.0,0,0.0,0.0,596,0,0.0,17104,455,20,374
210,Tyrick Mitchell,49,DEF,Crystal Palace,0,850,51,3028,Mitchell,1,130,a,39.2,0,,,167,13.75,1,25,153260,0,10,0,1.01,28,154,0.14,1.38,1.31,0,47,54,1.46,,168.0,0,26,,57,-1,89,1.06,241.0,189,32,0.0,2,13,88,0,3.0,0.03,,0,0.21,0,0.6,,0,,0.30,0.11,1.7,False,49.0,3.0,17,5.1,0,3.0,2.5,276,1,173.4,80629,3925,9,91
211,Daniel Muñoz,48,DEF,Crystal Palace,0,816,54,3170,Muñoz,2,94,a,41.1,0,,,174,13.18,2,24,358813,0,10,0,0.60,37,150,0.15,1.43,1.37,0,10,65,1.45,2024-10-05T18:00:07.079825Z,148.4,0,25,,55,-2,107,1.1,48.0,98,40,0.0,2,13,80,0,3.0,0.08,100.0,4,0.22,0,0.6,,0,100.0,0.77,0.07,1.7,False,100.0,3.0,14,5.0,0,3.0,2.4,315,3,162.4,103812,2317,12,90
212,David Ozoh,45,MID,Crystal Palace,0,0,266,0,Ozoh,0,0,u,0.0,0,,Season long loan to Derby County,604,0.00,0,0,276,0,0,0,0.00,275,665,0.0,0.0,0.00,0,254,597,0.0,2024-07-26T08:51:53.649693Z,0.0,0,227,,301,0,597,0.0,,577,259,0.0,0,0,600,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,262,0.0,0,0.0,0.0,446,0,0.0,0,0,265,550
213,Jesurun Rak-Sakyi,45,MID,Crystal Palace,0,0,242,0,Rak-Sakyi,0,0,u,0.0,0,,Loaned to Sheffield United,574,0.00,0,0,18021,0,0,0,0.00,241,522,0.0,0.0,0.00,0,229,566,0.0,2024-08-20T12:16:48.741122Z,0.0,0,199,,206,0,567,0.0,,543,235,0.0,0,0,570,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,238,0.0,0,0.0,0.0,399,0,0.0,755,74,241,515
214,Jeffrey Schlupp,47,MID,Crystal Palace,0,47,181,217,Schlupp,0,25,a,5.8,0,,,375,0.70,3,7,10448,0,0,0,0.07,219,477,0.3,0.0,0.16,0,137,293,1.34,,18.5,0,133,,176,-3,363,0.0,81.0,241,173,0.0,0,0,342,0,0.7,0.17,,0,0.0,0,0.1,,0,,0.09,0.13,0.1,False,25.0,0.7,168,1.5,0,0.7,1.0,330,1,16.2,5751,185,169,284
215,Joel Ward,43,DEF,Crystal Palace,0,0,193,5,Ward,0,0,d,0.0,0,,Knock - 50% chance of playing,524,0.00,2,0,8851,0,0,0,0.00,120,448,0.0,0.0,0.00,0,183,504,0.0,2024-11-01T16:30:07.610599Z,0.0,0,174,,161,-2,517,0.0,241.0,471,195,0.0,0,0,520,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,50.0,0.00,0.0,0.1,False,0.0,0.0,195,0.0,0,0.0,0.0,532,0,0.0,2383,330,194,445
216,Adam Wharton,48,MID,Crystal Palace,0,621,102,10,Wharton,0,104,i,29.7,0,,Groin Injury - Expected back 30 Nov,236,9.39,2,15,42267,0,8,0,0.60,217,334,0.12,1.3,0.82,0,105,85,1.36,2024-11-01T16:30:07.622710Z,131.4,0,117,4.0,114,-2,177,1.16,241.0,176,67,0.0,1,9,151,0,1.0,0.03,0.0,0,0.14,0,0.2,,0,0.0,0.22,0.09,0.2,False,53.0,0.0,86,3.1,0,0.0,1.9,327,0,112.6,18071,1945,63,240
445,Matt Turner,40,GKP,Crystal Palace,0,0,45,1586,Turner,0,0,a,0.0,0,,,475,0.00,0,0,747190,0,0,0,0.00,56,29,0.0,0.0,0.00,0,18,454,0.0,2024-10-05T17:30:07.013947Z,0.0,0,37,,4,0,469,0.0,229.0,415,45,0.0,0,0,472,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,12.5,False,0.0,0.0,45,0.0,0,0.0,0.0,614,0,0.0,207750,11458,26,388
585,Ismaïla Sarr,57,MID,Crystal Palace,0,389,130,1109,I.Sarr,1,69,a,36.0,0,,,281,4.79,3,16,31335,0,3,0,0.87,60,366,0.47,0.93,2.02,0,22,111,1.11,,111.4,0,78,,131,-3,292,0.69,189.0,37,135,0.0,1,4,102,0,2.0,0.27,,1,0.23,0,0.4,,0,,1.15,0.2,0.2,False,198.0,2.0,63,2.8,0,2.0,1.6,97,2,51.0,14262,597,82,162
644,Franco Umeh-Chibueze,45,MID,Crystal Palace,0,0,276,40,Umeh-Chibueze,0,0,a,0.0,0,,,616,0.00,0,0,2373,0,0,0,0.00,288,566,0.0,0.0,0.00,0,265,610,0.0,,0.0,0,239,,233,0,610,0.0,104.0,590,270,0.0,0,0,613,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,0.0,273,0.0,0,0.0,0.0,461,0,0.0,4187,78,276,564
645,Justin Devenny,45,MID,Crystal Palace,0,0,250,10,Devenny,0,0,a,0.0,0,,,585,0.00,0,0,697,0,0,0,0.00,250,631,0.0,0.0,0.00,0,237,578,0.0,,0.0,0,207,,280,0,578,0.0,242.0,557,243,0.0,0,0,581,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,0.0,246,0.0,0,0.0,0.0,417,0,0.0,1236,27,249,526
646,Asher Agbinone,45,MID,Crystal Palace,0,2,177,135,Agbinone,0,2,a,1.1,0,,,371,0.00,0,1,3034,0,0,0,0.01,290,525,1.35,0.0,0.03,0,206,337,0.0,,10.3,0,156,,207,0,614,0.0,241.0,379,272,0.0,0,0,419,0,0.3,0.9,,0,0.0,0,0.1,,0,,0.02,0.45,0.0,False,1.0,0.3,207,0.2,0,0.3,1.0,466,0,0.0,6374,168,190,324
647,Kaden Rodney,45,MID,Crystal Palace,0,0,265,42,Rodney,0,0,a,0.0,0,,,602,0.00,0,0,1623,0,0,0,0.00,274,581,0.0,0.0,0.00,0,253,595,0.0,,0.0,0,226,,246,0,595,0.0,241.0,575,258,0.0,0,0,598,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,0.0,261,0.0,0,0.0,0.0,444,0,0.0,2960,81,264,548
650,Maxence Lacroix,45,DEF,Crystal Palace,0,630,36,894,Lacroix,1,91,a,19.1,0,,,128,9.09,0,20,6071,0,7,0,0.39,76,408,0.1,1.14,0.67,0,79,245,1.3,,38.3,0,33,,148,0,150,1.0,73.0,265,61,0.0,2,8,232,0,2.7,0.04,,2,0.29,0,0.6,,0,,0.28,0.06,0.1,False,19.0,2.7,74,4.4,0,2.7,2.9,393,1,133.6,16395,685,71,109
666,Caleb Kporha,40,DEF,Crystal Palace,0,0,188,83,Kporha,0,0,a,0.0,0,,,518,0.00,0,0,410,0,0,0,0.00,212,618,0.0,0.0,0.00,0,177,497,0.0,,0.0,0,167,,208,0,511,0.0,241.0,463,190,0.0,0,0,514,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.0,False,0.0,0.0,190,0.0,0,0.0,0.0,665,0,0.0,935,62,189,436
156,Armando Broja,54,FWD,Everton,0,0,67,28,Broja,0,0,i,0.0,0,,Foot injury - Expected back 23 Nov,660,0.00,1,0,12277,0,0,0,0.00,39,508,0.0,0.0,0.00,0,67,660,0.0,2024-09-08T23:00:06.640099Z,0.0,0,65,,65,-1,661,0.0,2.0,657,67,0.0,0,0,661,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.1,False,0.0,0.0,67,0.0,0,0.0,0.0,138,0,0.0,6320,83,67,641
217,Abdoulaye Doucouré,52,MID,Everton,0,564,97,50,A.Doucoure,0,65,d,19.5,0,,Knock - 75% chance of playing,226,10.48,3,16,42874,0,7,0,0.16,102,354,0.08,1.6,0.45,0,124,133,1.67,2024-11-01T10:30:06.244300Z,91.6,0,86,,127,-3,258,1.12,132.0,215,112,0.0,2,10,230,0,1.7,0.05,75.0,0,0.32,0,0.3,,0,75.0,0.29,0.03,0.2,False,38.0,1.7,114,3.1,0,1.3,2.0,167,0,66.4,13420,1250,95,181
218,Norberto Bercique Gomes Betuncal,50,FWD,Everton,1,80,30,1896,Beto,0,37,a,10.0,0,,,224,2.18,0,12,88203,0,0,0,0.00,50,231,1.22,5.62,1.08,2,29,410,2.45,,0.3,0,22,,41,0,317,0.0,90.0,149,33,0.0,0,5,304,0,2.7,1.22,,0,0.0,0,0.5,,0,,1.08,0.0,0.7,False,64.0,3.2,33,2.4,0,2.7,2.0,232,1,36.2,97921,2632,44,115
219,Jarrad Branthwaite,48,DEF,Everton,0,96,101,1258,Branthwaite,0,24,a,2.4,0,,,312,0.96,2,4,173104,0,1,0,0.00,39,218,0.0,0.94,0.00,0,218,394,0.9,2024-10-04T00:00:05.702491Z,1.1,0,98,,81,-2,337,0.94,241.0,614,120,0.0,0,1,388,0,0.7,0.0,100.0,0,0.0,0,0.1,,0,100.0,0.00,0.0,0.8,False,0.0,1.2,129,0.8,0,0.7,1.3,325,1,23.4,22138,1781,137,289
220,Dominic Calvert-Lewin,59,FWD,Everton,2,824,19,1253,Calvert-Lewin,1,83,a,46.5,-1,1.0,,94,13.24,1,33,636351,0,10,1,0.46,24,79,0.43,1.31,3.91,3,9,221,1.45,2024-09-18T19:30:06.748871Z,46.9,1,26,,15,-1,159,1.09,241.0,16,18,0.0,3,12,56,0,2.0,0.38,100.0,1,0.33,0,0.3,,0,100.0,3.45,0.05,4.4,False,293.0,2.5,12,5.6,0,2.0,3.3,83,2,126.2,884690,55674,26,163
221,Séamus Coleman,43,DEF,Everton,0,90,121,73,Coleman,0,-1,a,3.9,0,,,351,2.22,2,1,4596,0,1,0,0.01,121,546,0.63,3.0,0.63,0,71,393,2.22,2024-09-11T12:30:06.934350Z,1.1,0,175,,192,-2,361,1.0,104.0,253,127,0.0,0,3,363,0,0.0,0.62,100.0,0,0.0,0,0.0,,0,100.0,0.62,0.01,0.0,False,21.0,0.5,120,0.2,0,0.0,1.0,533,0,16.6,2421,108,136,446
222,Idrissa Gueye,49,MID,Everton,0,643,103,137,Gana,0,86,a,15.6,0,,,237,11.25,1,17,7277,0,7,0,0.26,162,499,0.14,1.96,0.96,0,117,260,1.57,2024-09-19T14:30:05.586621Z,31.1,0,59,,190,-1,231,0.98,189.0,201,98,0.0,1,14,255,0,2.3,0.1,100.0,0,0.14,0,0.5,,0,100.0,0.70,0.04,0.1,False,42.0,2.8,122,3.5,0,2.3,1.9,249,2,82.2,4921,154,154,129
223,James Garner,50,MID,Everton,0,251,110,7,Garner,0,36,i,7.9,0,,Back injury - Unknown return date,252,4.49,0,7,2487,0,2,0,0.05,139,605,0.04,1.43,0.10,0,186,287,1.61,2024-10-17T14:00:07.870350Z,20.9,0,272,,263,0,286,0.72,241.0,340,131,0.0,1,4,319,0,0.0,0.02,0.0,1,0.36,0,0.0,2.0,0,0.0,0.05,0.02,0.0,False,5.0,0.0,158,1.4,0,0.0,1.8,217,0,54.0,1002,58,165,613
224,Jack Harrison,53,MID,Everton,0,619,91,257,Harrison,1,74,a,28.5,0,,,211,11.85,2,21,16004,0,7,0,0.84,93,405,0.29,1.74,2.02,0,68,95,1.72,2024-09-19T14:30:05.601507Z,125.0,0,76,,144,-2,247,1.02,241.0,105,108,0.0,2,12,162,0,2.0,0.17,100.0,0,0.29,0,0.4,,0,100.0,1.18,0.12,0.2,False,95.0,2.5,92,4.0,0,2.0,2.1,157,1,70.6,11353,688,69,160
225,Mason Holgate,40,DEF,Everton,0,5,114,0,Holgate,0,-1,u,0.0,0,,Loaned to West Bromwich Albion,343,0.07,0,1,42934,0,0,0,0.00,168,343,0.0,18.0,0.00,0,139,443,1.26,2024-08-31T08:24:25.909228Z,0.0,0,129,,121,0,458,0.0,,404,157,0.0,0,1,461,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.2,False,0.0,0.0,157,0.2,0,0.0,1.0,600,0,0.0,11786,384,156,377
226,Tim Iroegbunam,45,MID,Everton,0,381,147,30,Iroegbunam,0,29,i,10.4,0,,Foot injury - Unknown return date,309,8.36,0,8,150101,0,4,0,0.08,251,228,0.07,3.07,0.29,0,133,272,1.97,2024-10-17T14:00:07.887629Z,27.1,0,208,,73,0,296,0.94,241.0,234,138,0.0,0,13,300,0,0.0,0.05,0.0,2,0.0,0,0.0,,0,0.0,0.21,0.02,0.7,False,29.0,0.0,150,1.8,0,0.0,1.3,418,0,47.0,187487,3962,160,527
227,João Neves Virgínia,40,GKP,Everton,0,0,44,63,J.Virginia,0,0,a,0.0,0,,,474,0.00,0,0,31785,0,0,0,0.00,55,271,0.0,0.0,0.00,0,17,453,0.0,,0.0,0,36,,41,0,468,0.0,173.0,414,44,0.0,0,0,471,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.4,False,0.0,0.5,44,0.0,0,0.0,0.0,613,0,0.0,12355,345,25,387
228,Michael Keane,43,DEF,Everton,2,810,12,23835,Keane,0,89,a,33.0,0,,,65,14.16,-3,32,298576,0,9,0,0.02,124,35,0.05,1.78,0.45,3,15,282,1.57,2024-09-19T14:30:05.611115Z,22.9,1,4,,12,3,50,1.0,241.0,118,16,0.0,2,16,123,0,5.7,0.05,100.0,4,0.22,0,1.3,,0,100.0,0.43,0.0,11.4,False,84.0,6.2,30,7.4,0,5.7,3.6,538,1,221.6,1248767,17961,86,15
229,Neal Maupay,49,FWD,Everton,0,0,59,0,Maupay,0,0,u,0.0,0,,Transferred to Marseille,633,0.00,1,0,154353,0,0,0,0.00,55,292,0.0,0.0,0.00,0,58,627,0.0,2024-08-31T06:13:30.372925Z,0.0,0,55,,46,-1,631,0.0,,618,58,0.0,0,0,632,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.3,False,0.0,0.0,58,0.0,0,0.0,0.0,255,0,0.0,20402,719,57,596
230,Dwight McNeil,58,MID,Everton,3,887,8,28868,McNeil,3,232,a,84.0,0,,,15,15.06,-3,51,520301,0,10,0,3.46,58,33,0.41,1.72,4.09,6,37,1,1.53,2024-10-26T20:30:07.145953Z,434.4,2,35,1.0,9,3,24,1.01,241.0,63,7,0.0,2,17,7,0,3.3,0.06,75.0,1,0.2,0,0.6,,0,100.0,0.64,0.35,11.5,False,148.0,2.8,6,8.8,0,3.3,5.1,93,2,257.0,1623603,66437,1,83
231,Vitalii Mykolenko,43,DEF,Everton,0,655,72,2160,Mykolenko,0,57,a,19.6,0,,,218,10.65,2,16,683185,0,8,0,0.34,137,85,0.06,1.79,0.39,1,86,160,1.46,2024-10-07T00:30:07.641913Z,74.2,0,17,,32,-2,189,1.1,225.0,280,75,0.0,1,13,229,0,3.7,0.01,100.0,0,0.14,0,0.9,,0,100.0,0.05,0.05,4.2,False,16.0,4.2,72,3.7,0,3.7,2.0,553,2,104.6,252345,5596,38,59
232,Iliman Ndiaye,54,FWD,Everton,2,713,22,2643,Ndiaye,0,144,a,41.5,0,,,111,9.87,1,31,82340,0,8,0,0.41,40,181,0.15,1.14,1.24,6,22,136,1.25,,91.1,0,12,,34,-1,90,1.01,189.0,62,13,0.0,4,9,78,0,4.3,0.1,,1,0.5,0,0.8,,0,,0.83,0.05,1.3,False,149.0,4.8,16,5.7,0,4.3,3.1,139,2,172.8,196033,11234,13,51
234,Nathan Patterson,44,DEF,Everton,0,0,207,40,Patterson,0,0,a,0.0,0,,,545,0.00,1,0,1935,0,0,0,0.00,113,610,0.0,0.0,0.00,0,203,535,0.0,2024-08-12T14:30:04.567805Z,0.0,0,200,,204,-1,538,0.0,243.0,510,209,0.0,0,0,541,0,0.0,0.0,100.0,0,0.0,0,0.0,,0,100.0,0.00,0.0,0.0,False,0.0,0.5,209,0.0,0,0.0,0.0,516,0,0.0,675,38,208,484
235,Jordan Pickford,49,GKP,Everton,0,900,10,9614,Pickford,0,108,a,23.5,0,,,73,15.11,1,35,919245,0,10,0,0.07,10,45,0.01,1.7,0.07,3,63,415,1.51,,0.2,1,5,,8,-1,36,1.0,241.0,617,11,2.5,2,17,195,25,3.3,0.0,,1,0.2,0,0.7,,1,,0.00,0.01,10.2,False,0.0,3.8,12,7.1,0,3.3,3.5,253,2,235.6,406175,16580,7,73
236,James Tarkowski,48,DEF,Everton,0,900,67,2719,Tarkowski,0,77,a,36.0,0,,,200,15.11,2,22,155737,0,10,0,0.85,32,165,0.14,1.7,1.50,2,23,173,1.51,2024-09-18T22:30:07.010253Z,66.0,0,35,,61,-2,52,1.0,241.0,136,17,0.0,2,17,101,0,2.7,0.06,100.0,3,0.2,0,0.6,,0,100.0,0.65,0.08,1.5,False,74.0,3.2,20,4.6,0,2.7,2.2,293,1,218.6,93179,4649,42,111
237,Youssef Ramalho Chermiti,49,FWD,Everton,0,0,61,38,Y. Chermiti,0,0,i,0.0,0,,Foot injury - Unknown return date,638,0.00,1,0,1911,0,0,0,0.00,58,627,0.0,0.0,0.00,0,60,632,0.0,2024-08-05T15:00:04.380259Z,0.0,0,57,,72,-1,637,0.0,173.0,627,60,0.0,0,0,638,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,60,0.0,0,0.0,0.0,287,0,0.0,1318,34,59,607
238,Ashley Young,45,DEF,Everton,0,695,14,4772,Young,3,104,a,32.1,0,,,67,10.26,0,29,30027,1,8,0,1.00,52,189,0.14,1.29,1.06,2,97,74,1.33,2024-08-17T20:00:05.873666Z,140.4,0,10,,72,0,94,1.04,241.0,304,34,0.0,2,10,132,0,4.7,0.01,100.0,1,0.26,0,1.0,1.0,0,100.0,0.06,0.13,1.2,False,11.0,5.2,34,6.4,0,4.7,3.6,354,2,169.0,124839,3718,17,36
577,Jesper Lindstrøm,51,MID,Everton,0,256,141,72,Lindstrøm,0,45,a,21.7,0,,,293,2.71,4,9,10762,0,3,0,0.61,117,493,0.42,1.41,1.22,0,81,150,0.95,,81.3,0,121,2.0,188,-4,275,1.05,58.0,125,123,0.0,1,4,211,0,1.0,0.21,,0,0.35,0,0.2,1.0,0,,0.61,0.21,0.1,False,79.0,1.5,107,1.8,0,1.0,1.5,186,2,57.4,1739,104,101,246
582,Jake O'Brien,47,DEF,Everton,0,26,218,116,O'Brien,0,-2,a,0.4,0,,,626,0.72,3,0,24135,0,0,0,0.00,47,393,0.0,3.46,0.00,0,216,405,2.49,,0.4,0,212,,142,-3,414,0.0,104.0,604,145,0.0,0,1,433,0,0.0,0.0,,1,0.0,0,0.0,,0,,0.00,0.0,0.2,False,0.0,0.5,148,0.0,0,0.0,0.0,343,0,4.0,4649,324,142,579
603,Harrison Armstrong,45,MID,Everton,0,1,179,257,Armstrong,0,4,a,0.2,0,,,373,0.00,0,1,21482,0,0,0,0.00,295,353,0.0,0.0,0.00,0,199,419,0.0,,0.1,0,245,,126,0,619,0.0,241.0,369,276,0.0,0,0,441,0,0.0,0.0,,0,0.0,0,0.0,,0,,0.00,0.0,0.2,False,2.0,0.5,219,0.2,0,0.0,1.0,472,0,0.0,26605,698,220,573
614,Jenson Metcalfe,45,MID,Everton,0,0,252,0,Metcalfe,0,0,u,0.0,0,,Season long loan to Chesterfield,589,0.00,0,0,961,0,0,0,0.00,254,646,0.0,0.0,0.00,0,239,582,0.0,2024-09-01T09:13:11.888586Z,0.0,0,211,,288,0,582,0.0,,561,245,0.0,0,0,585,0,0.0,0.0,0.0,0,0.0,0,0.0,,0,0.0,0.00,0.0,0.0,False,0.0,0.0,248,0.0,0,0.0,0.0,423,0,0.0,777,5,251,532
